sequence,observed_at,business.blks_hit,business.blks_read,business.concurrency_detail_bytes,business.concurrency_detail_rows,business.expense_detail_bytes,business.expense_detail_rows,business.table.expense_detail.idx_scans,business.table.expense_detail.idx_tuples_fetched,business.table.expense_detail.live_tuples,business.table.expense_detail.seq_scans,business.table.expense_detail.seq_tuples_read,business.table.final_v5_concurrency_expense_detail.idx_scans,business.table.final_v5_concurrency_expense_detail.idx_tuples_fetched,business.table.final_v5_concurrency_expense_detail.live_tuples,business.table.final_v5_concurrency_expense_detail.seq_scans,business.table.final_v5_concurrency_expense_detail.seq_tuples_read,business.temp_bytes,business.xact_commit,control.activity_active,control.activity_audit_lock_waiters,control.activity_lock_waiters,control.activity_task_lock_waiters,control.approval_events,control.approval_events_bytes,control.audit_events,control.audit_events_bytes,control.audit_head_sequence,control.blks_hit,control.blks_read,control.callback_idempotency,control.callback_idempotency_bytes,control.deadlocks,control.locks_waiting,control.table.approval_events.idx_scans,control.table.approval_events.idx_tuples_fetched,control.table.approval_events.live_tuples,control.table.approval_events.seq_scans,control.table.approval_events.seq_tuples_read,control.table.audit_events.idx_scans,control.table.audit_events.idx_tuples_fetched,control.table.audit_events.live_tuples,control.table.audit_events.seq_scans,control.table.audit_events.seq_tuples_read,control.table.callback_idempotency.idx_scans,control.table.callback_idempotency.idx_tuples_fetched,control.table.callback_idempotency.live_tuples,control.table.callback_idempotency.seq_scans,control.table.callback_idempotency.seq_tuples_read,control.table.task_grants.idx_scans,control.table.task_grants.idx_tuples_fetched,control.table.task_grants.live_tuples,control.table.task_grants.seq_scans,control.table.task_grants.seq_tuples_read,control.table.tasks.idx_scans,control.table.tasks.idx_tuples_fetched,control.table.tasks.live_tuples,control.table.tasks.seq_scans,control.table.tasks.seq_tuples_read,control.task_grants,control.task_grants_bytes,control.tasks,control.tasks_active,control.tasks_archived,control.tasks_awaiting_approval,control.tasks_awaiting_submission,control.tasks_bytes,control.temp_bytes,control.xact_commit,control.xact_rollback,oa.drafts_inferred_control_task_lower_bound,oa.process_rss_bytes,oa.process_threads,oa.process_virtual_bytes
898,2026-08-20T15:31:20.3345714Z,15347933.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,77592.000000,775920.000000,176991584.000000,280081.000000,1.000000,0.000000,0.000000,0.000000,75213.000000,122568704.000000,370672.000000,486834176.000000,370672.000000,2312250702.000000,1835071668.000000,75213.000000,19439616.000000,0.000000,0.000000,641.000000,2504329.000000,75205.000000,259.000000,7435141.000000,489663.000000,159294881.000000,370763.000000,443352.000000,34966096376.000000,225024.000000,74909.000000,75206.000000,1495.000000,34892810.000000,417628.000000,1031288.000000,37603.000000,528.000000,8722181.000000,1424269.000000,57063132.000000,37604.000000,415.000000,8317832.000000,37606.000000,93560832.000000,37607.000000,9049.000000,28557.000000,1.000000,0.000000,102367232.000000,0.000000,3908552.000000,39101.000000,37607.000000,305266688.000000,38.000000,4344377344.000000
899,2026-08-20T15:31:50.336629991Z,15355258.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,77593.000000,775930.000000,176991584.000000,280506.000000,2.000000,0.000000,0.000000,0.000000,75488.000000,123002880.000000,371084.000000,487342080.000000,371084.000000,2312388336.000000,1835098144.000000,75488.000000,19505152.000000,0.000000,0.000000,642.000000,2512995.000000,75484.000000,259.000000,7435141.000000,489666.000000,159332459.000000,371182.000000,443352.000000,34966096376.000000,225861.000000,75188.000000,75485.000000,1496.000000,34968298.000000,418188.000000,1031848.000000,37743.000000,529.000000,8759925.000000,1427108.000000,57139358.000000,37744.000000,415.000000,8317832.000000,37744.000000,93896704.000000,37744.000000,9187.000000,28557.000000,0.000000,0.000000,102400000.000000,0.000000,3912568.000000,39101.000000,37744.000000,305283072.000000,38.000000,4344377344.000000
900,2026-08-20T15:32:20.365840313Z,15362575.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,77594.000000,775940.000000,176991584.000000,280926.000000,1.000000,0.000000,0.000000,0.000000,75762.000000,123486208.000000,371495.000000,487849984.000000,371495.000000,2312537686.000000,1835119583.000000,75762.000000,19554304.000000,0.000000,0.000000,643.000000,2521935.000000,75756.000000,259.000000,7435141.000000,489669.000000,159370448.000000,371589.000000,443352.000000,34966096376.000000,226676.000000,75460.000000,75757.000000,1497.000000,35044060.000000,418730.000000,1032390.000000,37878.000000,530.000000,8797806.000000,1429859.000000,57217980.000000,37879.000000,415.000000,8317832.000000,37881.000000,94248960.000000,37881.000000,9324.000000,28557.000000,0.000000,0.000000,102473728.000000,0.000000,3916663.000000,39101.000000,37881.000000,319483904.000000,38.000000,4344377344.000000
901,2026-08-20T15:32:50.334201529Z,15370002.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,77595.000000,775950.000000,176991584.000000,281357.000000,1.000000,0.000000,0.000000,0.000000,76037.000000,123928576.000000,371908.000000,488333312.000000,371908.000000,2312688138.000000,1835140369.000000,76037.000000,19668992.000000,0.000000,0.000000,644.000000,2531150.000000,76032.000000,259.000000,7435141.000000,489672.000000,159408850.000000,372002.000000,443352.000000,34966096376.000000,227504.000000,75736.000000,76033.000000,1498.000000,35120097.000000,419275.000000,1032935.000000,38016.000000,531.000000,8835824.000000,1432658.000000,57298489.000000,38016.000000,415.000000,8317832.000000,38018.000000,94584832.000000,38019.000000,9461.000000,28557.000000,1.000000,0.000000,102539264.000000,0.000000,3920720.000000,39101.000000,38019.000000,350416896.000000,38.000000,4344705024.000000
902,2026-08-20T15:33:20.378020328Z,15424492.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,78564.000000,785640.000000,176991584.000000,283475.000000,1.000000,0.000000,0.000000,0.000000,76138.000000,124108800.000000,375077.000000,493109248.000000,375077.000000,2313625969.000000,1837545118.000000,76138.000000,19693568.000000,0.000000,0.000000,645.000000,2540466.000000,76137.000000,259.000000,7435141.000000,490784.000000,159458978.000000,375121.000000,443540.000000,34989455969.000000,227819.000000,75841.000000,76138.000000,1499.000000,35196235.000000,422961.000000,1036621.000000,38069.000000,532.000000,8873893.000000,1440766.000000,57384879.000000,38069.000000,415.000000,8317832.000000,38069.000000,94707712.000000,38069.000000,9512.000000,28557.000000,0.000000,0.000000,102572032.000000,0.000000,3933749.000000,39596.000000,38069.000000,350433280.000000,38.000000,4344705024.000000
903,2026-08-20T15:33:50.332787455Z,15426791.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,78603.000000,786030.000000,176991584.000000,283560.000000,1.000000,0.000000,0.000000,0.000000,76138.000000,124108800.000000,375077.000000,493109248.000000,375077.000000,2316723304.000000,1845888598.000000,76138.000000,19693568.000000,0.000000,0.000000,646.000000,2549782.000000,76137.000000,259.000000,7435141.000000,491467.000000,159707927.000000,375178.000000,444352.000000,35090978632.000000,227819.000000,75841.000000,76138.000000,1500.000000,35272373.000000,423011.000000,1036671.000000,38069.000000,533.000000,8911962.000000,1440987.000000,57464017.000000,38069.000000,415.000000,8317832.000000,38069.000000,94707712.000000,38069.000000,9512.000000,28557.000000,0.000000,0.000000,102572032.000000,0.000000,3937050.000000,39605.000000,38069.000000,350433280.000000,38.000000,4344705024.000000
904,2026-08-20T15:34:20.381640232Z,15427192.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,78604.000000,786040.000000,176991584.000000,283574.000000,1.000000,0.000000,0.000000,0.000000,76138.000000,124108800.000000,375077.000000,493109248.000000,375077.000000,2320389929.000000,1855270395.000000,76138.000000,19693568.000000,0.000000,0.000000,647.000000,2559098.000000,76137.000000,259.000000,7435141.000000,492211.000000,159954744.000000,375178.000000,445282.000000,35207244108.000000,227819.000000,75841.000000,76138.000000,1501.000000,35348511.000000,423011.000000,1036671.000000,38069.000000,534.000000,8950031.000000,1441096.000000,57543065.000000,38069.000000,415.000000,8317832.000000,38069.000000,94707712.000000,38069.000000,9512.000000,28557.000000,0.000000,0.000000,102572032.000000,0.000000,3940593.000000,39605.000000,38069.000000,350433280.000000,38.000000,4344705024.000000
905,2026-08-20T15:34:50.333076422Z,15427530.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,78605.000000,786050.000000,176991584.000000,283587.000000,1.000000,0.000000,0.000000,0.000000,76138.000000,124108800.000000,375077.000000,493109248.000000,375077.000000,2323053600.000000,1862981215.000000,76138.000000,19693568.000000,0.000000,0.000000,648.000000,2568414.000000,76137.000000,259.000000,7435141.000000,492802.000000,160221313.000000,375178.000000,446017.000000,35299134284.000000,227819.000000,75841.000000,76138.000000,1502.000000,35424649.000000,423011.000000,1036671.000000,38069.000000,535.000000,8988100.000000,1441193.000000,57622101.000000,38069.000000,415.000000,8317832.000000,38069.000000,94707712.000000,38069.000000,9512.000000,28557.000000,0.000000,0.000000,102572032.000000,0.000000,3943418.000000,39605.000000,38069.000000,322371584.000000,38.000000,4344705024.000000
906,2026-08-20T15:35:20.3619897Z,15427962.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,78606.000000,786060.000000,176991584.000000,283602.000000,1.000000,0.000000,0.000000,0.000000,76138.000000,124108800.000000,375077.000000,493109248.000000,375077.000000,2325955652.000000,1871111004.000000,76138.000000,19693568.000000,0.000000,0.000000,649.000000,2577730.000000,76137.000000,259.000000,7435141.000000,493417.000000,160478203.000000,375178.000000,446802.000000,35397041851.000000,227819.000000,75841.000000,76138.000000,1503.000000,35500787.000000,423011.000000,1036671.000000,38069.000000,536.000000,9026169.000000,1441290.000000,57701137.000000,38069.000000,415.000000,8317832.000000,38069.000000,94707712.000000,38069.000000,9512.000000,28557.000000,0.000000,0.000000,102572032.000000,0.000000,3946378.000000,39605.000000,38069.000000,322371584.000000,38.000000,4344705024.000000
907,2026-08-20T15:35:50.335960088Z,15428300.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,78607.000000,786070.000000,176991584.000000,283615.000000,1.000000,0.000000,0.000000,0.000000,76138.000000,124108800.000000,375077.000000,493109248.000000,375077.000000,2328612062.000000,1878580425.000000,76138.000000,19693568.000000,0.000000,0.000000,650.000000,2587046.000000,76137.000000,259.000000,7435141.000000,494008.000000,160744293.000000,375178.000000,447517.000000,35486680212.000000,227819.000000,75841.000000,76138.000000,1504.000000,35576925.000000,423011.000000,1036671.000000,38069.000000,537.000000,9064238.000000,1441387.000000,57780173.000000,38069.000000,415.000000,8317832.000000,38069.000000,94707712.000000,38069.000000,9512.000000,28557.000000,0.000000,0.000000,102572032.000000,0.000000,3949156.000000,39605.000000,38069.000000,322371584.000000,38.000000,4344705024.000000
908,2026-08-20T15:36:20.347406021Z,15428732.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,78608.000000,786080.000000,176991584.000000,283630.000000,1.000000,0.000000,0.000000,0.000000,76138.000000,124108800.000000,375077.000000,493109248.000000,375077.000000,2331089101.000000,1885864771.000000,76138.000000,19693568.000000,0.000000,0.000000,651.000000,2596362.000000,76137.000000,259.000000,7435141.000000,494563.000000,161022680.000000,375178.000000,448207.000000,35572944875.000000,227819.000000,75841.000000,76138.000000,1505.000000,35653063.000000,423011.000000,1036671.000000,38069.000000,538.000000,9102307.000000,1441480.000000,57859205.000000,38069.000000,415.000000,8317832.000000,38069.000000,94707712.000000,38069.000000,9512.000000,28557.000000,0.000000,0.000000,102572032.000000,0.000000,3951801.000000,39605.000000,38069.000000,322371584.000000,38.000000,4344705024.000000
909,2026-08-20T15:36:50.339582315Z,15429070.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,78609.000000,786090.000000,176991584.000000,283643.000000,1.000000,0.000000,0.000000,0.000000,76138.000000,124108800.000000,375077.000000,493109248.000000,375077.000000,2334630611.000000,1894217877.000000,76138.000000,19693568.000000,0.000000,0.000000,652.000000,2605678.000000,76137.000000,259.000000,7435141.000000,495238.000000,161278362.000000,375178.000000,449052.000000,35678697586.000000,227819.000000,75841.000000,76138.000000,1506.000000,35729201.000000,423011.000000,1036671.000000,38069.000000,539.000000,9140376.000000,1441583.000000,57938247.000000,38069.000000,415.000000,8317832.000000,38069.000000,94707712.000000,38069.000000,9512.000000,28557.000000,0.000000,0.000000,102572032.000000,0.000000,3955018.000000,39605.000000,38069.000000,322383872.000000,38.000000,4344705024.000000
910,2026-08-20T15:37:20.368954121Z,15429502.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,78610.000000,786100.000000,176991584.000000,283658.000000,1.000000,0.000000,0.000000,0.000000,76138.000000,124108800.000000,375577.000000,493510656.000000,375577.000000,2336740803.000000,1900871550.000000,76138.000000,19693568.000000,0.000000,0.000000,653.000000,2614994.000000,76137.000000,259.000000,7435141.000000,495745.000000,161587975.000000,375678.000000,449667.000000,35755668316.000000,227819.000000,75841.000000,76138.000000,1507.000000,35805339.000000,423011.000000,1036671.000000,38069.000000,540.000000,9178445.000000,1442670.000000,58024485.000000,38069.000000,415.000000,8317832.000000,38069.000000,94707712.000000,38069.000000,9012.000000,29057.000000,0.000000,0.000000,102612992.000000,0.000000,3957903.000000,39605.000000,38069.000000,312426496.000000,38.000000,4344705024.000000
911,2026-08-20T15:37:50.337214111Z,15429809.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,78611.000000,786110.000000,176991584.000000,283670.000000,1.000000,0.000000,0.000000,0.000000,76138.000000,124108800.000000,375578.000000,493518848.000000,375578.000000,2338562662.000000,1906967162.000000,76138.000000,19693568.000000,0.000000,0.000000,654.000000,2624310.000000,76137.000000,259.000000,7435141.000000,496188.000000,161907738.000000,375679.000000,450222.000000,35825150141.000000,227819.000000,75841.000000,76138.000000,1508.000000,35881477.000000,423011.000000,1036671.000000,38069.000000,541.000000,9216514.000000,1442754.000000,58109012.000000,38069.000000,415.000000,8317832.000000,38069.000000,94707712.000000,38069.000000,9011.000000,29058.000000,0.000000,0.000000,102612992.000000,0.000000,3960042.000000,39605.000000,38069.000000,312426496.000000,38.000000,4344705024.000000
912,2026-08-20T15:38:20.367088229Z,15430241.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,78612.000000,786120.000000,176991584.000000,283685.000000,4.000000,0.000000,0.000000,0.000000,76138.000000,124108800.000000,375578.000000,493518848.000000,375578.000000,2340448941.000000,1913223519.000000,76138.000000,19693568.000000,0.000000,0.000000,655.000000,2633626.000000,76137.000000,259.000000,7435141.000000,496639.000000,162223642.000000,375679.000000,450795.000000,35896685303.000000,227819.000000,75841.000000,76138.000000,1509.000000,35957615.000000,423011.000000,1036671.000000,38069.000000,542.000000,9254583.000000,1442836.000000,58193541.000000,38069.000000,415.000000,8317832.000000,38069.000000,94707712.000000,38069.000000,9011.000000,29058.000000,0.000000,0.000000,102612992.000000,0.000000,3962224.000000,39605.000000,38069.000000,312426496.000000,38.000000,4344705024.000000
913,2026-08-20T15:38:50.335379632Z,15436144.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,78615.000000,786150.000000,176991584.000000,284026.000000,1.000000,0.000000,0.000000,0.000000,76357.000000,124452864.000000,375910.000000,493912064.000000,375910.000000,2340860919.000000,1914530875.000000,76357.000000,19759104.000000,0.000000,0.000000,656.000000,2643161.000000,76348.000000,259.000000,7435141.000000,496742.000000,162324746.000000,375999.000000,450899.000000,35910406353.000000,228452.000000,76052.000000,76349.000000,1510.000000,36033972.000000,423441.000000,1037101.000000,38174.000000,543.000000,9292761.000000,1445010.000000,58281888.000000,38175.000000,415.000000,8317832.000000,38178.000000,94986240.000000,38179.000000,9120.000000,29058.000000,1.000000,0.000000,102653952.000000,0.000000,3965789.000000,39607.000000,38179.000000,312426496.000000,38.000000,4344705024.000000
914,2026-08-20T15:39:20.368724907Z,15443461.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,78616.000000,786160.000000,176991584.000000,284446.000000,1.000000,0.000000,0.000000,0.000000,76631.000000,124911616.000000,376321.000000,494338048.000000,376321.000000,2341019852.000000,1914555555.000000,76631.000000,19841024.000000,0.000000,0.000000,657.000000,2652970.000000,76628.000000,259.000000,7435141.000000,496745.000000,162367561.000000,376418.000000,450899.000000,35910406353.000000,229291.000000,76332.000000,76629.000000,1511.000000,36110603.000000,423992.000000,1037652.000000,38314.000000,544.000000,9331076.000000,1447848.000000,58373798.000000,38314.000000,415.000000,8317832.000000,38315.000000,95338496.000000,38316.000000,9257.000000,29058.000000,1.000000,0.000000,102719488.000000,0.000000,3969898.000000,39607.000000,38316.000000,312430592.000000,38.000000,4344705024.000000
915,2026-08-20T15:39:50.337919621Z,15450939.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,78617.000000,786170.000000,176991584.000000,284880.000000,1.000000,0.000000,0.000000,0.000000,76906.000000,125419520.000000,376733.000000,494772224.000000,376733.000000,2341180703.000000,1914578262.000000,76906.000000,19939328.000000,0.000000,0.000000,658.000000,2663054.000000,76896.000000,259.000000,7435141.000000,496748.000000,162410788.000000,376820.000000,450899.000000,35910406353.000000,230096.000000,76600.000000,76897.000000,1512.000000,36187509.000000,424530.000000,1038190.000000,38448.000000,545.000000,9369529.000000,1450573.000000,58466769.000000,38448.000000,415.000000,8317832.000000,38453.000000,95657984.000000,38453.000000,9395.000000,29058.000000,0.000000,0.000000,102785024.000000,0.000000,3973857.000000,39607.000000,38453.000000,322990080.000000,38.000000,4344705024.000000
916,2026-08-20T15:40:20.376142509Z,15466931.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,78800.000000,788000.000000,176991584.000000,285608.000000,5.000000,2.000000,2.000000,0.000000,77140.000000,125804544.000000,377778.000000,496304128.000000,377778.000000,2341561885.000000,1915164030.000000,77140.000000,20004864.000000,0.000000,2.000000,659.000000,2673372.000000,77139.000000,259.000000,7435141.000000,496976.000000,162455294.000000,377786.000000,450944.000000,35916062793.000000,230825.000000,76843.000000,77140.000000,1513.000000,36264649.000000,425752.000000,1039412.000000,38570.000000,546.000000,9408099.000000,1454680.000000,58563163.000000,38570.000000,415.000000,8317832.000000,38570.000000,95969280.000000,38570.000000,9512.000000,29058.000000,0.000000,0.000000,102825984.000000,0.000000,3979994.000000,39713.000000,38570.000000,338640896.000000,38.000000,4344705024.000000
917,2026-08-20T15:40:50.353164778Z,15511094.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,79625.000000,796250.000000,176991584.000000,287281.000000,2.000000,0.000000,0.000000,0.000000,77140.000000,125804544.000000,380102.000000,499802112.000000,380102.000000,2343326009.000000,1921888660.000000,77140.000000,20004864.000000,0.000000,0.000000,660.000000,2683690.000000,77139.000000,259.000000,7435141.000000,498219.000000,162621274.000000,380203.000000,451501.000000,35986574391.000000,230825.000000,76843.000000,77140.000000,1514.000000,36341789.000000,428536.000000,1042196.000000,38570.000000,547.000000,9446669.000000,1460504.000000,58661642.000000,38570.000000,415.000000,8317832.000000,38570.000000,95969280.000000,38570.000000,9512.000000,29058.000000,0.000000,0.000000,102825984.000000,0.000000,3990821.000000,40111.000000,38570.000000,338657280.000000,38.000000,4344705024.000000
918,2026-08-20T15:41:20.369195398Z,15511526.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,79626.000000,796260.000000,176991584.000000,287296.000000,1.000000,0.000000,0.000000,0.000000,77140.000000,125804544.000000,380102.000000,499802112.000000,380102.000000,2346610319.000000,1930752860.000000,77140.000000,20004864.000000,0.000000,0.000000,661.000000,2694008.000000,77139.000000,259.000000,7435141.000000,498902.000000,162872504.000000,380341.000000,452349.000000,36093971832.000000,230825.000000,76843.000000,77140.000000,1515.000000,36418929.000000,428536.000000,1042196.000000,38570.000000,548.000000,9485239.000000,1460607.000000,58754678.000000,38570.000000,415.000000,8317832.000000,38570.000000,95969280.000000,38570.000000,9512.000000,29058.000000,0.000000,0.000000,102825984.000000,0.000000,3994068.000000,40111.000000,38570.000000,338771968.000000,38.000000,4344705024.000000
919,2026-08-20T15:41:50.351289434Z,15511833.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,79627.000000,796270.000000,176991584.000000,287308.000000,1.000000,0.000000,0.000000,0.000000,77140.000000,125804544.000000,380102.000000,499802112.000000,380102.000000,2349579409.000000,1938851360.000000,77140.000000,20004864.000000,0.000000,0.000000,662.000000,2704326.000000,77139.000000,259.000000,7435141.000000,499521.000000,163133058.000000,380341.000000,453124.000000,36192032633.000000,230825.000000,76843.000000,77140.000000,1516.000000,36496069.000000,428536.000000,1042196.000000,38570.000000,549.000000,9523809.000000,1460705.000000,58847709.000000,38570.000000,415.000000,8317832.000000,38570.000000,95969280.000000,38570.000000,9512.000000,29058.000000,0.000000,0.000000,102825984.000000,0.000000,3997014.000000,40111.000000,38570.000000,338763776.000000,38.000000,4344705024.000000
920,2026-08-20T15:42:20.345164498Z,15512171.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,79628.000000,796280.000000,176991584.000000,287321.000000,1.000000,0.000000,0.000000,0.000000,77140.000000,125804544.000000,380102.000000,499802112.000000,380102.000000,2352449461.000000,1947216839.000000,77140.000000,20004864.000000,0.000000,0.000000,663.000000,2714644.000000,77139.000000,259.000000,7435141.000000,500160.000000,163396154.000000,380341.000000,453909.000000,36291609565.000000,230825.000000,76843.000000,77140.000000,1517.000000,36573209.000000,428536.000000,1042196.000000,38570.000000,550.000000,9562379.000000,1460806.000000,58940743.000000,38570.000000,415.000000,8317832.000000,38570.000000,95969280.000000,38570.000000,9512.000000,29058.000000,0.000000,0.000000,102825984.000000,0.000000,4000040.000000,40111.000000,38570.000000,338780160.000000,38.000000,4344705024.000000
921,2026-08-20T15:42:50.347879803Z,15512603.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,79629.000000,796290.000000,176991584.000000,287336.000000,4.000000,0.000000,0.000000,0.000000,77140.000000,125804544.000000,380102.000000,499802112.000000,380102.000000,2355752536.000000,1955432251.000000,77140.000000,20004864.000000,0.000000,0.000000,664.000000,2724962.000000,77139.000000,259.000000,7435141.000000,500800.000000,163653137.000000,380341.000000,454715.000000,36393796415.000000,230825.000000,76843.000000,77140.000000,1518.000000,36650349.000000,428536.000000,1042196.000000,38570.000000,551.000000,9600949.000000,1460906.000000,59033776.000000,38570.000000,415.000000,8317832.000000,38570.000000,95969280.000000,38570.000000,9512.000000,29058.000000,0.000000,0.000000,102825984.000000,0.000000,4003108.000000,40111.000000,38570.000000,338780160.000000,38.000000,4344705024.000000
922,2026-08-20T15:43:20.372099519Z,15512941.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,79630.000000,796300.000000,176991584.000000,287349.000000,1.000000,0.000000,0.000000,0.000000,77140.000000,125804544.000000,380102.000000,499802112.000000,380102.000000,2357975972.000000,1962357501.000000,77140.000000,20004864.000000,0.000000,0.000000,665.000000,2735280.000000,77139.000000,259.000000,7435141.000000,501315.000000,163928647.000000,380341.000000,455351.000000,36474362435.000000,230825.000000,76843.000000,77140.000000,1519.000000,36727489.000000,428536.000000,1042196.000000,38570.000000,552.000000,9639519.000000,1460996.000000,59126799.000000,38570.000000,415.000000,8317832.000000,38570.000000,95969280.000000,38570.000000,9512.000000,29058.000000,0.000000,0.000000,102825984.000000,0.000000,4005561.000000,40111.000000,38570.000000,312705024.000000,38.000000,4344705024.000000
923,2026-08-20T15:43:50.353539014Z,15513373.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,79631.000000,796310.000000,176991584.000000,287364.000000,1.000000,0.000000,0.000000,0.000000,77140.000000,125804544.000000,380102.000000,499802112.000000,380102.000000,2360634320.000000,1969778161.000000,77140.000000,20004864.000000,0.000000,0.000000,666.000000,2745598.000000,77139.000000,259.000000,7435141.000000,501878.000000,164200356.000000,380341.000000,456054.000000,36563396201.000000,230825.000000,76843.000000,77140.000000,1520.000000,36804629.000000,428536.000000,1042196.000000,38570.000000,553.000000,9678089.000000,1461089.000000,59219825.000000,38570.000000,415.000000,8317832.000000,38570.000000,95969280.000000,38570.000000,9512.000000,29058.000000,0.000000,0.000000,102825984.000000,0.000000,4008243.000000,40111.000000,38570.000000,312705024.000000,38.000000,4344705024.000000
924,2026-08-20T15:44:20.381936992Z,15513711.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,79632.000000,796320.000000,176991584.000000,287377.000000,1.000000,0.000000,0.000000,0.000000,77140.000000,125804544.000000,380202.000000,499843072.000000,380202.000000,2362875280.000000,1977034152.000000,77140.000000,20004864.000000,0.000000,0.000000,667.000000,2755916.000000,77139.000000,259.000000,7435141.000000,502413.000000,164482595.000000,380441.000000,456714.000000,36647043466.000000,230825.000000,76843.000000,77140.000000,1521.000000,36881769.000000,428536.000000,1042196.000000,38570.000000,554.000000,9716659.000000,1461378.000000,59313312.000000,38570.000000,415.000000,8317832.000000,38570.000000,95969280.000000,38570.000000,9412.000000,29158.000000,0.000000,0.000000,102825984.000000,0.000000,4010884.000000,40111.000000,38570.000000,312705024.000000,38.000000,4344705024.000000
925,2026-08-20T15:44:50.348632429Z,15514143.000000,64329.000000,16384.000000,10.000000,16384.000000,10.000000,0.000000,0.000000,10.000000,5.000000,40.000000,0.000000,0.000000,10.000000,79633.000000,796330.000000,176991584.000000,287392.000000,4.000000,0.000000,0.000000,0.000000,77140.000000,125804544.000000,380210.000000,499843072.000000,380210.000000,2365663220.000000,1984944057.000000,77140.000000,20004864.000000,0.000000,0.000000,668.000000,2766234.000000,77139.000000,259.000000,7435141.000000,503012.000000,164759720.000000,380449.000000,457460.000000,36741629024.000000,230825.000000,76843.000000,77140.000000,1522.000000,36958909.000000,428536.000000,1042196.000000,38570.000000,555.000000,9755229.000000,1461487.000000,59406663.000000,38570.000000,415.000000,8317832.000000,38570.000000,95969280.000000,38570.000000,9404.000000,29166.000000,0.000000,0.000000,102825984.000000,0.000000,4013744.000000,40111.000000,38570.000000,312705024.000000,38.000000,4344705024.000000
